,year,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
42,2014-15,Stuttgart,2,41.4,11,3,6,2,70.2,1,4,2,56,54.5,5,17,15,2,1,Freiburg,2,58.6,14,7,4,3,79,2,6,4,81.8,45.5,1,16,17,2,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,S Ulreich,F Klein,T Baumgartl,G Niedermeier,A Hlousek,O Romeu,C Gentner,M Harnik,I Lorenzo,F Kostic,D Ginczek,R Bürki,S Riether,M Torrejón,S Mitrovic,C Günter,J Schmid,J Schuster,O Sorg,F Klaus,N Petersen,A Mehmedi
43,2014-15,Bay Munich,1,79.2,16,7,6,3,90.8,0,5,2,81.8,40,3,13,7,0,0,Hertha,0,20.8,8,3,3,2,64.4,1,2,1,78.3,60,6,7,13,1,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,M Neuer,S Rode,J Boateng,Dante ,M Weiser,P Lahm,B Schweinsteiger,G Gaudino,T Müller,R Lewandowski,M Götze,S Burchert,P Pekarík,S Langkamp,J Brooks,M Plattenhardt,P Skjelbred,F Lustenberger,G Haraguchi,V Stocker,N Schulz,S Kalou
44,2014-15,Mainz,2,39.4,11,3,4,4,73.9,2,4,2,76,35,2,10,9,0,0,Schalke,0,60.6,18,2,12,4,82.7,0,6,2,66.7,65,1,11,10,2,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,L Karius,D Brosinski,N Bungert,S Bell,J Park,J Geis,J Baumgartlinger,Jairo ,Y Malli,J Koo,S Okazaki,R Fährmann,B Höwedes,J Matip,M Nastasic,S Kolasinac,M Höger,R Neustädter,J Farfán,M Choupo-Moting,L Sané,K Huntelaar
45,2014-15,W Bremen,1,55.2,11,5,3,3,69.4,1,3,4,75,42.3,2,12,18,1,0,Hamburg,0,44.8,8,2,3,3,64.1,0,0,4,66.7,57.7,4,22,12,3,1,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,K Casteels,T Gebre Selassie,A Gálvez,J Vestergaard,S Prödl,P Bargfrede,C Fritz,Z Junuzovic,Ö Yildirim,D Selke,F Di Santo,R Adler,H Westermann,J Cléber,S Rajkovic,M Ostrzolek,V Behrami,L Holtby,Z Stieber,R van der Vaart,I Olic,P Lasogga
46,2014-15,Wolfsburg,1,53.1,26,9,13,4,79.2,0,7,1,76.9,40.4,1,17,19,2,0,Schalke,1,46.9,7,2,3,2,74.6,0,1,1,75,59.6,8,19,17,2,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,D Benaglio,C Träsch,Naldo ,T Klose,R Rodríguez,M Arnold,Luiz Gustavo ,Vieirinha ,K De Bruyne,I Perisic,A Schürrle,R Fährmann,B Höwedes,M Friedrich,J Matip,S Kolasinac,R Neustädter,D Aogo,J Farfán,M Meyer,L Sané,K Huntelaar
47,2014-15,Leverkusen,4,53.6,25,10,7,8,67.7,1,11,2,70.6,56.1,1,14,21,1,0,Hannover,0,46.4,5,1,3,1,65.7,0,0,4,55.6,43.9,6,23,14,3,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,B Leno,R Hilbert,Ö Toprak,K Papadopoulos,B Wendell,L Bender,G Castro,J Brandt,H Calhanoglu,H Son,S Kießling,R Zieler,H Sakai,Marcelo ,M Eggimann,C Schulz,H Kiyotake,C Gülselam,L Andreasen,L Bittencourt,L Stindl,Joselu 
48,2014-15,B Dortmund,3,57.6,22,8,9,5,78,5,5,3,74.1,55.2,0,14,6,1,0,Paderborn,0,42.4,2,0,1,1,70.3,0,3,2,82.6,44.8,5,7,14,0,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,R Weidenfeller,E Durm,S Papastathopoulos,M Hummels,M Schmelzer,M Ginter,I Gündogan,J Blaszczykowski,S Kagawa,H Mkhitaryan,P Aubameyang,L Kruse,M Heinloth,Rafa ,U Hünemeier,F Hartherz,S Koc,M Bakalorz,M Vrancic,I Ouali,E Kachunga,S Lakic
49,2014-15,Hertha,0,49.1,10,4,3,3,83.9,2,8,1,50,51.1,2,9,14,0,0,Cologne,0,50.9,7,2,2,3,83,1,11,2,75,48.9,4,14,9,1,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,T Kraft,P Pekarík,S Langkamp,J Brooks,M Plattenhardt,P Skjelbred,F Lustenberger,G Haraguchi,V Stocker,N Schulz,S Kalou,T Horn,M Brecko,D Maroh,K Wimmer,J Hector,S Peszko,M Lehmann,K Vogt,K Nagasawa,A Ujah,Y Osako
50,2014-15,Hoffenheim,0,30.2,8,1,5,2,78.4,1,1,5,82.1,42.3,4,16,21,3,0,Bay Munich,2,69.8,21,5,5,11,88.1,0,10,0,86.4,57.7,1,21,16,3,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,O Baumann,A Beck,T Strobl,E Bicakcic,J Toljan,S Rudy,P Schwegler,E Polanski,K Volland,R Firmino,A Modeste,M Neuer,Rafinha ,Dante ,H Badstuber,M Weiser,G Gaudino,S Rode,J Bernat,T Müller,R Lewandowski,M Götze
51,2014-15,Freiburg,2,61.2,25,10,8,7,79,1,10,4,85,52.5,2,15,9,1,0,Mainz,3,38.8,12,5,3,4,64.4,3,5,1,84,47.5,8,9,15,1,0,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,R Bürki,S Riether,P Krmas,S Mitrovic,C Günter,K Guédé,J Schuster,O Sorg,J Schmid,M Frantz,A Mehmedi,L Karius,D Brosinski,N Noveski,J Díaz,J Park,J Geis,J Baumgartlinger,Jairo ,Y Malli,J Koo,S Okazaki
52,2014-15,FC Augsburg,2,57,12,4,6,2,78.1,2,2,6,66.7,60,6,21,16,2,0,Stuttgart,1,43,16,7,7,2,71,3,6,1,77.8,40,2,16,20,4,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,M Hitz,P Verhaegh,J Hong,R Klavan,B Rahman,M Feulner,D Baier,A Esswein,P Højbjerg,T Werner,R Bobadilla,S Ulreich,D Schwaab,A Rüdiger,G Niedermeier,A Hlousek,S Dié,C Gentner,F Klein,I Lorenzo,F Kostic,D Ginczek
53,2014-15,Frankfurt,0,46.2,18,5,8,5,78.3,2,8,2,70.6,55.3,4,17,13,3,0,M'gladbach,0,53.8,11,4,5,2,81,1,5,3,80,44.7,5,13,17,2,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,K Trapp,A Ignjovski,A Madlung,Anderson Bamba ,B Oczipka,S Aigner,M Hasebe,S Medojevic,S Kittel,H Seferovic,N Valdez,Y Sommer,T Jantschke,R Brouwers,Á Domínguez,O Wendt,P Herrmann,C Kramer,G Xhaka,F Johnson,M Kruse,Raffael 
54,2014-15,Cologne,3,37.7,18,6,9,3,70.9,1,3,2,58.8,45.5,6,15,19,4,1,Hoffenheim,2,62.3,24,8,12,4,81.7,2,3,1,82.4,54.5,3,21,15,2,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,T Horn,P Olkowski,D Maroh,K Wimmer,J Hector,K Nagasawa,M Lehmann,K Vogt,M Risse,A Ujah,Y Osako,O Baumann,A Beck,T Strobl,E Bicakcic,J Kim,N Amiri,S Rudy,E Polanski,K Volland,R Firmino,S Schipplock
55,2014-15,Stuttgart,3,46.5,15,3,8,4,65.4,4,9,1,81.8,48.4,1,13,13,1,1,W Bremen,2,53.5,12,3,8,1,72.5,1,3,4,95.5,51.6,0,14,13,3,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,S Ulreich,F Klein,A Rüdiger,G Niedermeier,A Hlousek,S Dié,C Gentner,M Harnik,I Lorenzo,F Kostic,D Ginczek,R Wolf,T Gebre Selassie,A Lukimya,J Vestergaard,J Sternberg,P Bargfrede,C Fritz,Z Junuzovic,L Aycicek,F Di Santo,F Bartels
56,2014-15,Bay Munich,3,63.1,19,10,7,2,90.2,1,3,3,70,50,1,14,17,1,0,Frankfurt,0,36.9,4,1,3,0,80.7,0,0,2,70.4,50,6,18,12,3,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,P Reina,Rafinha ,X Alonso,Dante ,M Weiser,P Lahm,Thiago ,J Bernat,T Müller,M Götze,R Lewandowski,K Trapp,T Chandler,A Madlung,Anderson Bamba ,B Oczipka,S Aigner,M Stendera,M Hasebe,H Seferovic,N Valdez,S Kittel
57,2014-15,M'gladbach,3,46,12,7,4,1,82.5,3,6,1,92.9,48.7,3,10,6,1,0,B Dortmund,1,54,18,3,7,8,85.4,1,6,1,71.4,51.3,4,6,10,0,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,Y Sommer,T Jantschke,R Brouwers,Á Domínguez,O Wendt,P Herrmann,H Nordtveit,G Xhaka,F Johnson,M Kruse,Raffael ,R Weidenfeller,S Papastathopoulos,N Subotic,M Hummels,M Schmelzer,I Gündogan,S Kehl,J Blaszczykowski,S Kagawa,H Mkhitaryan,P Aubameyang
58,2014-15,Mainz,2,59.6,8,2,5,1,75.2,1,4,3,76.7,45.3,2,17,21,1,0,Leverkusen,3,40.4,9,5,3,1,61.8,3,2,2,79.2,54.7,0,22,16,2,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,L Karius,D Brosinski,S Bell,J Díaz,J Park,J Geis,J Baumgartlinger,J Koo,Y Malli,P De Blasis,S Okazaki,B Leno,R Hilbert,Ö Toprak,T Jedvaj,B Wendell,L Bender,G Castro,K Bellarabi,H Calhanoglu,H Son,S Kießling
59,2014-15,Paderborn,2,36.7,14,4,6,4,68.6,3,6,1,88.2,49.2,2,14,21,1,0,FC Augsburg,1,63.3,16,5,6,5,78,1,7,1,80.8,50.8,2,21,14,2,0,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,L Kruse,M Heinloth,Rafa ,U Hünemeier,F Hartherz,S Koc,M Vrancic,M Bakalorz,I Ouali,S Lakic,E Kachunga,M Hitz,P Verhaegh,J Hong,R Klavan,B Rahman,D Kohr,D Baier,R Bobadilla,P Højbjerg,T Werner,Caiuby 
60,2014-15,Schalke,0,66.9,21,6,9,6,83.3,0,8,1,70.6,58.9,3,15,20,2,0,Freiburg,0,33.1,10,3,3,4,66.4,1,6,0,75,41.1,6,20,15,3,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,R Fährmann,B Höwedes,J Matip,M Nastasic,S Kolasinac,M Höger,D Aogo,J Farfán,M Meyer,M Choupo-Moting,K Huntelaar,R Bürki,S Riether,P Krmas,S Mitrovic,C Günter,K Guédé,J Schuster,O Sorg,F Klaus,A Mehmedi,M Frantz
61,2014-15,Hamburg,0,47,5,0,5,0,74.4,0,3,5,77.3,37.7,6,17,10,3,1,Wolfsburg,2,53,15,8,3,4,74.6,4,5,2,95,62.3,0,10,17,1,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,R Adler,H Westermann,J Djourou,J Cléber,M Ostrzolek,M Díaz,V Behrami,L Holtby,R van der Vaart,I Olic,P Lasogga,D Benaglio,Vieirinha ,Naldo ,R Knoche,R Rodríguez,J Guilavogui,M Arnold,I Perisic,K De Bruyne,D Caligiuri,B Dost
62,2014-15,Hannover,1,62.1,11,5,5,1,81.4,0,10,1,81.3,51.6,2,18,10,3,0,Hertha,1,37.9,9,3,3,3,70.5,0,2,2,81,48.4,4,10,18,1,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,R Zieler,H Sakai,Marcelo ,M Eggimann,C Schulz,S Sané,J Briand,L Stindl,H Kiyotake,M Albornoz,D Ya Konan,T Kraft,P Pekarík,S Langkamp,J Brooks,N Schulz,P Skjelbred,F Lustenberger,R Beerens,V Stocker,G Haraguchi,S Kalou
63,2014-15,FC Augsburg,0,43.5,21,3,11,7,69.8,0,4,1,75,39,3,22,23,3,0,Schalke,0,56.5,18,3,12,3,72.7,0,4,0,66.7,61,3,23,21,3,0,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,M Hitz,P Verhaegh,J Hong,R Klavan,M Feulner,D Kohr,D Baier,R Bobadilla,P Højbjerg,T Werner,Caiuby ,R Fährmann,B Höwedes,J Matip,M Nastasic,M Höger,T Barnetta,L Goretzka,M Meyer,C Fuchs,M Choupo-Moting,K Huntelaar
64,2014-15,Hertha,2,51.8,12,4,6,2,78.7,1,3,0,95.5,53.7,3,18,18,1,0,Paderborn,0,48.2,8,2,6,0,78.5,0,2,0,85.7,46.3,3,19,17,4,0,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,T Kraft,P Pekarík,S Langkamp,J Brooks,M Plattenhardt,F Lustenberger,P Skjelbred,R Beerens,V Stocker,G Haraguchi,S Kalou,L Kruse,M Heinloth,Rafa ,U Hünemeier,D Brückner,P Ziegler,J Wemmer,L Rupp,M Vrancic,A Meha,S Lakic
65,2014-15,Leverkusen,4,50.2,25,9,11,5,72.1,4,7,3,100,55.9,1,10,16,3,0,Hamburg,0,49.8,4,1,2,1,68.9,1,2,2,69.2,44.1,5,17,8,2,0,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,B Leno,T Jedvaj,Ö Toprak,K Papadopoulos,B Wendell,L Bender,S Rolfes,K Bellarabi,G Castro,J Brandt,S Kießling,R Adler,D Diekmeier,J Djourou,H Westermann,M Ostrzolek,V Behrami,P Jiracek,N Müller,Z Stieber,I Ilicevic,I Olic
66,2014-15,Frankfurt,2,37.3,14,7,5,2,65.1,2,4,4,76.2,37.3,4,17,25,2,0,Hannover,2,62.7,15,6,3,6,78.5,1,9,5,80,62.7,5,25,17,3,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,K Trapp,T Chandler,C Zambrano,A Madlung,B Oczipka,M Hasebe,S Aigner,L Bender,S Kittel,H Seferovic,A Meier,R Zieler,H Sakai,Marcelo ,M Eggimann,C Schulz,S Sané,H Kiyotake,J Briand,L Stindl,E Prib,D Ya Konan
67,2014-15,Hoffenheim,1,39,22,6,11,5,79.5,3,5,3,80.8,38.5,3,14,9,3,0,M'gladbach,4,61,12,7,4,1,85.3,5,3,0,80,61.5,5,9,14,2,0,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,O Baumann,A Beck,T Strobl,D Abraham,J Kim,S Rudy,K Volland,N Amiri,R Firmino,S Zuber,S Schipplock,Y Sommer,T Jantschke,R Brouwers,Á Domínguez,O Wendt,P Herrmann,C Kramer,G Xhaka,F Johnson,M Kruse,Raffael 
68,2014-15,Freiburg,1,44.8,11,4,4,3,70.5,0,5,2,81.8,42.3,5,8,15,3,0,Cologne,0,55.2,19,5,11,3,78.4,1,7,2,72.7,57.7,3,16,7,2,0,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,R Bürki,S Riether,P Krmas,S Mitrovic,C Günter,F Klaus,O Sorg,N Höfler,J Schmid,N Petersen,M Frantz,T Horn,P Olkowski,D Maroh,K Wimmer,J Hector,S Peszko,M Lehmann,K Vogt,M Risse,A Ujah,A Deyverson
69,2014-15,W Bremen,0,49.3,15,5,8,2,64.6,0,3,0,68.4,53.4,3,23,16,4,0,Mainz,0,50.7,15,3,7,5,70.9,1,2,7,66.7,46.6,4,16,23,2,0,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,R Wolf,T Gebre Selassie,S Prödl,J Vestergaard,J Sternberg,P Bargfrede,F Bartels,F Kroos,L Aycicek,F Di Santo,D Selke,L Karius,D Brosinski,N Bungert,S Bell,J Park,J Geis,J Baumgartlinger,J Koo,Y Malli,P De Blasis,S Okazaki
70,2014-15,Wolfsburg,3,63,23,9,9,5,82.4,5,8,2,72.2,58.3,4,14,15,1,0,Stuttgart,1,37,13,5,6,2,66.5,2,7,0,77.8,41.7,6,16,14,2,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,D Benaglio,C Träsch,Naldo ,R Knoche,R Rodríguez,J Guilavogui,Luiz Gustavo ,Vieirinha ,K De Bruyne,D Caligiuri,B Dost,S Ulreich,F Klein,T Baumgartl,G Niedermeier,A Hlousek,S Dié,C Gentner,M Harnik,I Lorenzo,F Kostic,D Ginczek
71,2014-15,B Dortmund,0,50.1,15,2,7,6,73,0,2,5,79.4,47.7,1,16,18,2,0,Bay Munich,1,49.9,6,2,2,2,78.2,1,1,4,63.6,52.3,2,19,14,3,0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,R Weidenfeller,S Papastathopoulos,N Subotic,M Hummels,M Schmelzer,S Bender,I Gündogan,J Blaszczykowski,M Reus,K Kampl,P Aubameyang,M Neuer,M Benatia,J Boateng,Dante ,X Alonso,Rafinha ,P Lahm,B Schweinsteiger,J Bernat,T Müller,R Lewandowski
72,2014-15,Mainz,1,41.4,22,2,8,12,65,0,8,1,72.2,45.2,2,11,15,0,0,Wolfsburg,1,58.6,8,3,4,1,76,1,4,2,61.8,54.8,0,17,10,2,0,1 - 3,2 - 3,0 - 1,0 - 4,1 - 4,1 - 3,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,L Karius,D Brosinski,N Bungert,S Bell,J Park,J Geis,J Baumgartlinger,J Koo,Y Malli,P De Blasis,S Okazaki,D Benaglio,S Jung,Naldo ,T Klose,M Schäfer,J Guilavogui,Luiz Gustavo ,K De Bruyne,M Arnold,A Schürrle,N Bendtner
73,2014-15,Bay Munich,0,68.4,16,8,4,4,91.1,0,4,1,76.9,44.8,2,15,9,0,0,M'gladbach,2,31.6,4,4,0,0,76.5,2,2,5,84,55.2,8,9,14,2,0,6 - 2,2 - 1,2 - 1,5 - 0,4 - 0,4 - 1,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,M Neuer,Rafinha ,J Boateng,H Badstuber,J Bernat,D Alaba,X Alonso,B Schweinsteiger,A Robben,R Lewandowski,M Götze,Y Sommer,T Jantschke,M Stranzl,Á Domínguez,O Wendt,P Herrmann,C Kramer,G Xhaka,F Johnson,A Hahn,Raffael 
74,2014-15,Cologne,1,57.8,16,2,10,4,72,1,8,5,68.8,54.2,5,14,21,2,0,W Bremen,1,42.2,11,6,3,2,62.2,0,6,1,71.4,45.8,2,22,14,2,0,1 - 2,1 - 1,1 - 1,1 - 3,0 - 1,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,1 - 4,T Horn,P Olkowski,D Maroh,K Wimmer,J Hector,M Risse,M Lehmann,K Vogt,S Peszko,A Deyverson,A Ujah,R Wolf,T Gebre Selassie,S Prödl,J Vestergaard,J Sternberg,P Bargfrede,C Fritz,Z Junuzovic,F Bartels,D Selke,F Di Santo
75,2014-15,Hannover,2,53.6,15,5,5,5,75.8,1,8,2,90.9,59.6,3,13,20,1,1,B Dortmund,3,46.4,13,6,4,3,73.7,5,4,2,87.5,40.4,2,21,12,1,0,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,3 - 0,2 - 0,2 - 0,3 - 0,1 - 3,1 - 0,R Zieler,H Sakai,Marcelo ,M Eggimann,C Schulz,S Sané,J Briand,L Stindl,H Kiyotake,L Bittencourt,Joselu ,R Weidenfeller,O Kirch,N Subotic,M Hummels,S Papastathopoulos,S Kehl,I Gündogan,J Blaszczykowski,S Kagawa,M Reus,P Aubameyang
76,2014-15,Freiburg,2,42.6,15,8,5,2,69.5,3,4,3,73.3,44.9,6,16,12,1,0,FC Augsburg,0,57.4,17,6,7,4,71.5,1,6,2,90.9,55.1,5,12,16,0,0,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,3 - 1,1 - 3,0 - 2,0 - 0,2 - 0,3 - 1,R Bürki,S Riether,P Krmas,S Mitrovic,C Günter,F Klaus,O Sorg,N Höfler,J Schmid,M Frantz,A Mehmedi,M Hitz,M Feulner,J Callsen-Bracker,R Klavan,B Rahman,D Baier,R Bobadilla,D Kohr,D Ji,T Werner,N Djurdjic
77,2014-15,Paderborn,0,48.7,15,7,6,2,77.3,1,9,1,78.3,61.8,2,19,18,0,0,Hoffenheim,0,51.3,8,2,5,1,77.4,0,4,0,82.8,38.2,7,19,19,2,1,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,1 - 3,4 - 1,1 - 1,2 - 0,0 - 1,1 - 2,L Kruse,M Heinloth,Rafa ,U Hünemeier,D Brückner,P Ziegler,J Wemmer,L Rupp,M Vrancic,A Meha,S Lakic,O Baumann,A Beck,T Strobl,E Bicakcic,J Kim,S Rudy,E Polanski,K Volland,R Firmino,T Elyounoussi,S Schipplock
78,2014-15,Stuttgart,3,43.7,9,5,4,0,61.7,3,2,1,80,46.2,4,17,10,2,0,Frankfurt,1,56.3,11,5,3,3,66.1,1,9,2,68,53.8,2,11,16,2,0,1 - 1,1 - 1,2 - 0,1 - 1,4 - 1,2 - 3,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,S Ulreich,F Klein,T Baumgartl,G Niedermeier,A Hlousek,S Dié,C Gentner,M Harnik,I Lorenzo,T Werner,D Ginczek,K Trapp,T Chandler,C Zambrano,A Madlung,B Oczipka,M Hasebe,S Aigner,M Stendera,L Bender,H Seferovic,A Meier
79,2014-15,Schalke,0,56.6,13,5,6,2,72.7,3,4,1,76.2,41.9,6,17,16,2,0,Leverkusen,1,43.4,16,7,6,3,70.8,2,9,6,88,58.1,5,17,17,4,0,4 - 1,1 - 1,0 - 3,1 - 1,0 - 4,1 - 3,4 - 2,0 - 1,3 - 1,6 - 2,1 - 0,1 - 1,T Wellenreuther,K Ayhan,J Matip,M Nastasic,R Neustädter,T Barnetta,M Höger,M Meyer,C Fuchs,L Sané,K Huntelaar,B Leno,R Hilbert,K Papadopoulos,E Spahic,B Wendell,J Brandt,G Castro,S Rolfes,H Son,K Bellarabi,S Kießling
80,2014-15,Hamburg,0,62,13,4,7,2,79.7,0,4,1,85,45.7,2,21,21,2,1,Hertha,1,38,9,3,5,1,69.6,1,6,4,66.7,54.3,4,21,21,1,0,2 - 2,3 - 1,3 - 0,1 - 0,4 - 3,2 - 1,1 - 1,1 - 2,0 - 2,3 - 4,1 - 3,4 - 1,R Adler,D Diekmeier,J Djourou,J Cléber,H Westermann,V Behrami,R van der Vaart,N Müller,Z Stieber,I Ilicevic,I Olic,T Kraft,P Pekarík,S Langkamp,J Brooks,M Plattenhardt,P Skjelbred,F Lustenberger,R Beerens,V Stocker,A Ben-Hatira,S Kalou
81,2014-15,Wolfsburg,3,51.9,25,8,13,4,84.8,1,5,1,87.5,62.3,5,9,14,0,0,Freiburg,0,48.1,16,5,8,3,77.8,0,5,2,84.6,37.7,5,14,9,1,0,1 - 1,2 - 1,1 - 1,0 - 0,1 - 2,1 - 1,2 - 4,1 - 1,1 - 1,0 - 4,1 - 1,3 - 2,D Benaglio,C Träsch,T Klose,R Knoche,R Rodríguez,J Guilavogui,Luiz Gustavo ,Vieirinha ,K De Bruyne,D Caligiuri,B Dost,R Bürki,S Riether,M Torrejón,S Mitrovic,C Günter,F Klaus,O Sorg,V Darida,J Schmid,A Mehmedi,M Frantz
82,2014-15,M'gladbach,2,62.7,23,8,9,6,89.9,3,2,5,76.9,44.1,1,14,15,1,0,Hannover,0,37.3,7,1,5,1,80.9,0,5,2,81.8,55.9,5,15,14,0,0,6 - 0,1 - 0,2 - 2,3 - 2,2 - 2,1 - 1,1 - 4,3 - 0,0 - 1,4 - 1,1 - 2,2 - 0,Y Sommer,T Jantschke,M Stranzl,Á Domínguez,O Wendt,T Hazard,C Kramer,G Xhaka,P Herrmann,Raffael ,M Kruse,R Zieler,J Pereira,Marcelo ,C Schulz,M Albornoz,M Schmiedebach,S Sané,J Briand,H Kiyotake,E Prib,Joselu 
83,2014-15,Frankfurt,4,65.4,11,6,4,1,76.8,3,9,2,82.4,51.5,2,13,23,2,0,Paderborn,0,34.6,8,3,4,1,60.3,2,3,3,85.7,48.5,2,24,13,6,0,1 - 1,0 - 5,1 - 1,2 - 1,3 - 1,1 - 1,3 - 1,1 - 1,1 - 0,0 - 0,3 - 4,0 - 1,K Trapp,T Chandler,C Zambrano,A Madlung,B Oczipka,M Hasebe,S Aigner,L Bender,M Stendera,H Seferovic,A Meier,L Kruse,M Heinloth,C Strohdiek,U Hünemeier,F Hartherz,S Koc,M Bakalorz,M Vrancic,A Meha,S Kutschke,M Saglik
