,year,date,venue,attendance,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
39,2012-13,"3:00pm, Saturday 27th April 2013.",Bet365 Stadium,"27,488.",Stoke,1,47.5,12,3,8,1,61.8,2,6,4,92.9,63.3,0,10,8,4,0,Norwich,0,52.5,6,0,5,1,73.5,0,3,1,100,36.7,2,10,10,2,0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,A Begovic,R Shotton,R Shawcross,R Huth,A Wilkinson,J Walters,S N'Zonzi,G Whelan,C Adam,C Jerome,P Crouch,M Bunn,R Martin,R Bennett,S Bassong,S Whittaker,A Tettey,J Howson,B Johnson,R Snodgrass,K Kamara,G Holt
40,2012-13,"3:00pm, Saturday 27th April 2013.",DW Stadium,"22,326.",Wigan ,2,39,7,5,2,0,74.8,0,3,1,0,0,0,13,10,3,0,Tottenham,2,61,11,3,8,0,85.5,0,3,5,0,0,0,11,12,1,0,0 - 1,2 - 3,0 - 2,1 - 1,0 - 1,0 - 1,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,Joel ,E Boyce,P Scharner,M Figueroa,J Gomez,J McCarthy,J McArthur,J Beausejour,C McManaman,A Kone,S Maloney,H Lloris,K Walker,M Dawson,J Vertonghen,K Naughton,S Parker,T Huddlestone,G Bale,M Dembélé,C Dempsey,J Defoe
41,2012-13,"5:30pm, Saturday 27th April 2013.","St James' Park, Newcastle","52,351.",Newcastle,0,53.2,11,2,4,5,84.8,1,5,2,81,66.7,3,14,6,2,1,Liverpool,6,46.8,16,9,3,4,82.8,4,7,5,71,33.3,2,6,14,2,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,R Elliot,M Debuchy,S Taylor,M Yanga-Mbiwa,M Haidara,M Sissoko,C Tiote,Y Cabaye,J Perch,J Gutiérrez,P Cisse,P Reina,G Johnson,J Carragher,D Agger,Jose Enrique ,J Henderson,S Gerrard,L Leiva,P Coutinho,D Sturridge,S Downing
42,2012-13,"8:00pm, Monday 22nd April 2013.",Old Trafford,"75,591.",Man Utd,3,51.9,10,4,6,0,90.1,0,5,4,0,0,0,10,6,1,0,A Villa,0,48.1,8,4,4,0,88.3,0,3,0,0,0,0,6,10,0,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,D De Gea,Rafael ,P Jones,J Evans,P Evra,M Carrick,R Giggs,A Valencia,W Rooney,S Kagawa,R van Persie,B Guzan,M Lowton,R Vlaar,N Baker,J Bennett,A Westwood,F Delph,A Weimann,C N'Zogbia,G Agbonlahor,C Benteke
43,2012-13,"1:30pm, Sunday 21st April 2013.",White Hart Lane,"36,121.",Tottenham,3,45.3,9,6,3,0,77.4,0,4,4,0,0,0,12,10,3,0,Man City,1,54.7,8,4,4,0,80.1,0,5,2,0,0,0,10,10,2,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,H Lloris,K Walker,M Dawson,J Vertonghen,B Assou-Ekotto,G Sigurdsson,M Dembélé,S Parker,G Bale,C Dempsey,E Adebayor,J Hart,P Zabaleta,V Kompany,M Nastasic,G Clichy,Y Touré,G Barry,J Milner,C Tévez,S Nasri,E Dzeko
44,2012-13,"4:00pm, Sunday 21st April 2013.",Anfield,"45,009.",Liverpool,2,57,18,8,10,0,82,0,8,1,0,0,0,9,11,5,0,Chelsea,2,43,8,5,3,0,76.6,0,5,1,0,0,0,13,8,3,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,P Reina,G Johnson,J Carragher,D Agger,Jose Enrique ,S Gerrard,L Leiva,S Downing,J Henderson,P Coutinho,L Suárez,P Cech,C Azpilicueta,B Ivanovic,D Luiz,R Bertrand,Ramires ,J Obi,J Mata,Oscar ,E Hazard,F Torres
45,2012-13,"3:00pm, Saturday 20th April 2013.",Craven Cottage,"25,700.",Fulham,0,28.8,5,3,2,0,76.8,0,7,8,0,0,0,12,8,0,1,Arsenal,1,71.2,7,3,4,0,89.6,0,3,3,0,0,0,9,12,2,1,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,M Schwarzer,S Manolev,P Senderos,B Hangeland,K Richardson,U Emanuelson,S Sidwell,E Enoh,A Kacaniklic,B Ruiz,D Berbatov,W Szczesny,B Sagna,P Mertesacker,L Koscielny,N Monreal,T Rosicky,M Arteta,A Ramsey,T Walcott,O Giroud,S Cazorla
46,2012-13,"3:00pm, Saturday 20th April 2013.",Carrow Road,"26,460.",Norwich,2,45.5,19,8,11,0,71.3,0,8,5,0,0,0,9,11,2,0,Reading,1,54.5,10,2,8,0,74.4,0,8,2,0,0,0,11,9,3,0,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,0 - 3,2 - 3,4 - 2,3 - 0,1 - 0,0 - 0,M Bunn,R Martin,S Bassong,M Turner,J Garrido,E Bennett,J Howson,B Johnson,R Snodgrass,K Kamara,G Holt,A McCarthy,C Gunter,A Mariappa,S Morrison,S Kelly,G McCleary,D Guthrie,J Karacan,J McAnuff,N Blackman,P Pogrebnyak
47,2012-13,"3:00pm, Saturday 20th April 2013.",Kiyan Prince Foundation Stadium,"17,391.",QPR,0,48.8,19,5,14,0,72.3,0,5,4,0,0,0,9,14,1,0,Stoke,2,51.2,11,4,7,0,66.9,0,5,2,0,0,0,15,9,2,0,1 - 0,3 - 2,0 - 3,0 - 0,0 - 2,0 - 0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,R Green,J Bosingwa,C Hill,C Samba,T Ben Haim,S Mbia,S Derry,A Townsend,A Taarabt,L Remy,J Hoilett,A Begovic,R Shotton,R Huth,R Shawcross,M Wilson,G Whelan,C Adam,S N'Zonzi,J Walters,P Crouch,C Jerome
48,2012-13,"3:00pm, Saturday 20th April 2013.",Stadium of Light,"44,614.",S'land,1,36.4,8,4,4,0,66.9,0,3,1,0,0,0,8,14,1,0,Everton,0,63.6,7,2,5,0,77.9,0,10,3,0,0,0,15,7,2,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,S Mignolet,S Larsson,J O'Shea,C Cuellar,D Rose,A Johnson,A N'Diaye,J Colback,J McClean,D Graham,S Sessegnon,T Howard,S Coleman,J Heitinga,S Distin,L Baines,K Mirallas,D Gibson,M Fellaini,S Pienaar,L Osman,V Anichebe
49,2012-13,"3:00pm, Saturday 20th April 2013.",The Liberty Stadium,"20,561.",Swansea ,0,54.7,8,3,5,0,79.3,0,7,3,0,0,0,13,13,0,0,So'ton,0,45.3,7,4,3,0,74.6,0,2,0,0,0,0,13,12,0,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,M Vorm,A Rangel,Chico ,A Williams,B Davies,L Britton,J de Guzmán,P Hernández,Michu ,N Dyer,L Moore,A Boruc,N Clyne,M Yoshida,J Hooiveld,D Fox,M Schneiderlin,J Cork,S Davis,A Lallana,J Rodriguez,R Lambert
50,2012-13,"3:00pm, Saturday 20th April 2013.",The Hawthorns,"25,671.",W Brom,1,57.2,10,4,6,0,76,0,15,6,0,0,0,9,10,0,0,Newcastle,1,42.8,9,6,3,0,72.2,0,2,1,0,0,0,11,9,2,0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,B Foster,B Jones,G McAuley,J Olsson,G Popov,G Dorrans,C Yacob,J Morrison,C Brunt,M Fortuné,R Lukaku,R Elliot,M Debuchy,S Taylor,M Yanga-Mbiwa,M Haidara,J Perch,Y Cabaye,Y Gouffran,M Sissoko,J Gutiérrez,P Cisse
51,2012-13,"3:00pm, Saturday 20th April 2013.",Boleyn Ground,"34,544.",West Ham,2,36.6,15,8,7,0,77.6,0,3,4,0,0,0,14,10,3,0,Wigan ,0,63.4,15,8,7,0,83.1,0,6,2,0,0,0,12,14,1,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,0 - 1,2 - 3,0 - 2,1 - 1,0 - 1,0 - 1,J Jaaskelainen,G Demel,J Collins,W Reid,J O'Brien,M Diamé,G O'Neil,R Vaz Te,K Nolan,M Jarvis,A Carroll,Joel ,P Scharner,G Caldwell,A Alcaraz,E Boyce,J McCarthy,J Gomez,M Figueroa,C McManaman,A Kone,S Maloney
52,2012-13,"7:45pm, Wednesday 17th April 2013.",Etihad Stadium,"47,106.",Man City,1,50.4,9,2,7,0,85.2,0,5,6,0,0,0,12,5,2,0,Wigan ,0,49.6,6,4,2,0,80.9,0,4,2,0,0,0,6,12,1,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,0 - 1,2 - 3,0 - 2,1 - 1,0 - 1,0 - 1,J Hart,M Richards,J Lescott,V Kompany,A Kolarov,G Barry,J García,S Nasri,Y Touré,C Tévez,S Agüero,Joel ,A Alcaraz,P Scharner,M Figueroa,E Boyce,J Gomez,J McCarthy,J Beausejour,A Kone,F Di Santo,S Maloney
53,2012-13,"7:45pm, Wednesday 17th April 2013.",Boleyn Ground,"34,692.",West Ham,2,33.5,10,2,8,0,72.9,0,2,2,0,0,0,9,7,1,0,Man Utd,2,66.5,11,6,5,0,87.5,0,5,1,0,0,0,7,9,0,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,J Jaaskelainen,G Demel,J Collins,W Reid,J O'Brien,M Diamé,K Nolan,G O'Neil,M Jarvis,A Carroll,R Vaz Te,D De Gea,Rafael ,R Ferdinand,N Vidic,P Evra,A Valencia,M Carrick,P Jones,S Kagawa,W Rooney,R van Persie
54,2012-13,"8:00pm, Wednesday 17th April 2013.",Craven Cottage,"25,002.",Fulham,0,52.8,6,2,4,0,83.8,0,6,3,0,0,0,14,13,2,0,Chelsea,3,47.2,12,7,5,0,81.2,0,5,0,0,0,0,13,12,1,0,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,M Schwarzer,S Riether,P Senderos,B Hangeland,J Riise,B Ruiz,E Enoh,G Karagounis,U Emanuelson,D Berbatov,M Petric,P Cech,B Ivanovic,J Terry,D Luiz,R Bertrand,Ramires ,F Lampard,V Moses,J Mata,E Hazard,F Torres
55,2012-13,"7:45pm, Tuesday 16th April 2013.",Emirates Stadium,"60,071.",Arsenal,0,56.8,7,2,5,0,83.4,0,8,1,0,0,0,11,13,2,0,Everton,0,43.2,7,2,5,0,79.2,0,1,2,0,0,0,13,11,3,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,W Szczesny,B Sagna,P Mertesacker,L Koscielny,K Gibbs,A Ramsey,M Arteta,J Wilshere,T Walcott,O Giroud,S Cazorla,T Howard,S Coleman,P Jagielka,S Distin,L Baines,S Pienaar,D Gibson,R Barkley,K Mirallas,M Fellaini,V Anichebe
56,2012-13,"12:00pm, Sunday 14th April 2013.","St James' Park, Newcastle","52,355.",Newcastle,0,65.8,14,5,9,0,80.8,0,10,4,0,0,0,14,7,3,0,S'land,3,34.2,8,6,2,0,64,0,9,2,0,0,0,7,14,2,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,T Krul,M Debuchy,S Taylor,M Yanga-Mbiwa,J Gutiérrez,S Marveaux,C Tiote,Y Cabaye,Y Gouffran,M Sissoko,P Cisse,S Mignolet,P Bardsley,J O'Shea,C Cuellar,D Rose,A Johnson,A N'Diaye,S Larsson,J McClean,S Sessegnon,D Graham
57,2012-13,"2:05pm, Sunday 14th April 2013.",Bet365 Stadium,"27,191.",Stoke,0,42.2,12,3,9,0,73.2,0,3,0,0,0,0,9,9,1,0,Man Utd,2,57.8,11,4,7,0,82.2,0,7,2,0,0,0,9,9,1,0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,A Begovic,G Cameron,R Shawcross,R Huth,A Wilkinson,R Shotton,G Whelan,S N'Zonzi,C Adam,J Walters,K Jones,D De Gea,P Jones,R Ferdinand,N Vidic,P Evra,A Valencia,M Carrick,W Rooney,S Kagawa,J Hernández,R van Persie
58,2012-13,"3:00pm, Saturday 13th April 2013.",Emirates Stadium,"60,095.",Arsenal,3,67.9,10,7,3,0,85.2,0,9,3,0,0,0,10,10,1,0,Norwich,1,32.1,4,4,0,0,70.3,0,3,4,0,0,0,11,9,2,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,0 - 0,3 - 1,1 - 1,2 - 1,1 - 0,2 - 1,L Fabianski,B Sagna,L Koscielny,T Vermaelen,K Gibbs,M Arteta,J Wilshere,A Ramsey,S Cazorla,Gervinho ,O Giroud,M Bunn,R Martin,S Bassong,M Turner,S Whittaker,J Howson,B Johnson,A Tettey,R Snodgrass,K Kamara,G Holt
59,2012-13,"3:00pm, Saturday 13th April 2013.",Villa Park,"37,011.",A Villa,1,48.7,13,4,9,0,82.2,0,8,5,0,0,0,5,15,1,0,Fulham,1,51.3,7,0,7,0,82.9,0,5,2,0,0,0,15,5,2,0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,B Guzan,M Lowton,R Vlaar,N Baker,J Bennett,A Westwood,F Delph,J Bowery,A Weimann,C N'Zogbia,C Benteke,M Schwarzer,S Riether,P Senderos,B Hangeland,K Richardson,U Emanuelson,E Enoh,G Karagounis,D Duff,B Ruiz,D Berbatov
60,2012-13,"3:00pm, Saturday 13th April 2013.",Goodison Park,"34,876.",Everton,2,60.2,8,5,3,0,76.2,0,13,2,0,0,0,6,13,3,0,QPR,0,39.8,6,3,3,0,77.2,0,5,6,0,0,0,13,6,3,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,1 - 0,3 - 2,0 - 3,0 - 0,0 - 2,0 - 0,T Howard,S Coleman,P Jagielka,S Distin,L Baines,K Mirallas,L Osman,D Gibson,S Pienaar,M Fellaini,V Anichebe,J Cesar,J Bosingwa,C Samba,C Hill,N Onuoha,A Townsend,J Jenas,J Park,E Granero,J Hoilett,L Remy
61,2012-13,"3:00pm, Saturday 13th April 2013.",The Madejski Stadium,"24,139.",Reading,0,39.9,5,2,3,0,65.5,0,4,2,0,0,0,12,8,2,0,Liverpool,0,60.1,23,11,12,0,77.5,0,9,6,0,0,0,9,10,1,0,0 - 3,2 - 3,4 - 2,3 - 0,1 - 0,0 - 0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,A McCarthy,C Gunter,A Mariappa,S Morrison,S Kelly,G McCleary,J Karacan,D Guthrie,J McAnuff,P Pogrebnyak,N Hunt,P Reina,G Johnson,D Agger,J Carragher,Jose Enrique ,J Henderson,S Gerrard,L Leiva,P Coutinho,L Suárez,D Sturridge
62,2012-13,"8:00pm, Monday 8th April 2013.",Old Trafford,"75,498.",Man Utd,1,45,14,5,9,0,76.5,0,9,3,0,0,0,13,20,3,0,Man City,2,55,7,3,4,0,82.4,0,4,1,0,0,0,21,13,5,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,D De Gea,Rafael ,R Ferdinand,P Jones,P Evra,A Young,M Carrick,R Giggs,D Welbeck,W Rooney,R van Persie,J Hart,P Zabaleta,M Nastasic,V Kompany,G Clichy,G Barry,Y Touré,J Milner,S Nasri,D Silva,C Tévez
63,2012-13,"2:05pm, Sunday 7th April 2013.",White Hart Lane,"36,192.",Tottenham,2,61.9,15,7,8,0,86.8,0,7,2,0,0,0,17,8,1,0,Everton,2,38.1,8,4,4,0,68.6,0,6,2,0,0,0,8,15,1,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,H Lloris,K Walker,M Dawson,S Caulker,J Vertonghen,G Sigurdsson,S Parker,M Dembélé,L Holtby,C Dempsey,E Adebayor,T Howard,S Coleman,P Jagielka,S Distin,L Baines,K Mirallas,J Heitinga,D Gibson,R Barkley,L Osman,V Anichebe
64,2012-13,"3:00pm, Sunday 7th April 2013.",Stamford Bridge,"41,500.",Chelsea,2,61.7,10,3,7,0,82.9,0,8,3,0,0,0,9,14,0,0,S'land,1,38.3,6,0,6,0,76.2,0,5,1,0,0,0,16,9,2,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,P Cech,C Azpilicueta,B Ivanovic,D Luiz,R Bertrand,Ramires ,J Obi,Oscar ,J Mata,E Hazard,D Ba,S Mignolet,P Bardsley,M Kilgallon,J O'Shea,D Rose,A N'Diaye,C Gardner,S Larsson,S Sessegnon,A Johnson,C Wickham
65,2012-13,"3:00pm, Sunday 7th April 2013.","St James' Park, Newcastle","51,847.",Newcastle,1,49.6,20,5,15,0,87.1,0,10,4,0,0,0,13,11,2,0,Fulham,0,50.4,6,2,4,0,81.7,0,3,0,0,0,0,11,13,2,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,T Krul,D Simpson,M Yanga-Mbiwa,S Taylor,D Santon,S Marveaux,Y Cabaye,M Sissoko,J Gutiérrez,P Cisse,Y Gouffran,M Schwarzer,S Riether,B Hangeland,P Senderos,J Riise,S Manolev,G Karagounis,E Enoh,D Duff,B Ruiz,D Berbatov
66,2012-13,"4:10pm, Sunday 7th April 2013.",Kiyan Prince Foundation Stadium,"16,658.",QPR,1,32.1,6,1,5,0,74.2,0,2,3,0,0,0,9,12,2,1,Wigan ,1,67.9,11,7,4,0,85.4,0,10,2,0,0,0,12,8,3,0,1 - 0,3 - 2,0 - 3,0 - 0,0 - 2,0 - 0,0 - 1,2 - 3,0 - 2,1 - 1,0 - 1,0 - 1,J Cesar,J Bosingwa,C Samba,C Hill,A Traore,A Townsend,J Jenas,S Mbia,J Hoilett,L Remy,B Zamora,Joel ,A Alcaraz,P Scharner,M Figueroa,E Boyce,J McCarthy,J Gomez,J Beausejour,C McManaman,A Kone,S Maloney
67,2012-13,"12:45pm, Saturday 6th April 2013.",The Madejski Stadium,"24,108.",Reading,0,39.4,8,2,6,0,57.4,0,8,1,0,0,0,6,10,0,0,So'ton,2,60.6,12,4,8,0,75.6,0,4,6,0,0,0,11,5,0,0,0 - 3,2 - 3,4 - 2,3 - 0,1 - 0,0 - 0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,A Federici,S Kelly,A Mariappa,S Morrison,C Gunter,H Robson-Kanu,J Karacan,D Guthrie,H Akpan,J McAnuff,A Le Fondre,A Boruc,N Clyne,M Yoshida,J Hooiveld,L Shaw,G Ramirez,M Schneiderlin,J Cork,S Davis,J Rodriguez,R Lambert
68,2012-13,"3:00pm, Saturday 6th April 2013.",Bet365 Stadium,"27,544.",Stoke,1,45.6,13,3,6,4,68.8,1,4,2,73.3,61.1,3,16,11,3,0,A Villa,3,54.4,12,6,3,3,74.4,1,2,3,81.8,38.9,2,12,16,1,0,2 - 3,1 - 0,0 - 2,3 - 2,2 - 2,2 - 0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,A Begovic,G Cameron,R Shawcross,R Huth,M Wilson,R Shotton,S N'Zonzi,D Whitehead,M Etherington,J Walters,K Jones,B Guzan,M Lowton,R Vlaar,N Baker,J Bennett,J Bowery,F Delph,A Westwood,A Weimann,G Agbonlahor,C Benteke
69,2012-13,"3:00pm, Saturday 6th April 2013.",The Hawthorns,"26,144.",W Brom,1,51.9,18,5,13,0,80.8,0,6,6,0,0,0,7,15,2,0,Arsenal,2,48.1,11,6,5,0,78,0,4,1,0,0,0,16,6,4,1,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,B Foster,B Jones,G McAuley,J Olsson,L Ridgewell,C Yacob,C Brunt,G Dorrans,J Morrison,J Thomas,S Long,L Fabianski,B Sagna,P Mertesacker,L Koscielny,N Monreal,T Rosicky,A Ramsey,Gervinho ,S Cazorla,M Arteta,O Giroud
70,2012-13,"8:00pm, Monday 1st April 2013.",Craven Cottage,"25,117.",Fulham,3,48.3,7,3,4,0,81.7,0,3,6,0,0,0,12,7,2,1,QPR,2,51.7,14,7,7,0,81.9,0,6,4,0,0,0,7,12,1,0,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,1 - 0,3 - 2,0 - 3,0 - 0,0 - 2,0 - 0,M Schwarzer,S Riether,P Senderos,B Hangeland,J Riise,D Duff,G Karagounis,S Sidwell,A Dejagah,B Ruiz,D Berbatov,J Cesar,J Bosingwa,C Samba,C Hill,A Traore,A Townsend,S Mbia,J Jenas,A Taarabt,B Zamora,L Remy
71,2012-13,"1:30pm, Sunday 31st March 2013.",Villa Park,"42,037.",A Villa,1,46.5,7,4,3,0,79.2,0,7,3,0,0,0,9,8,1,0,Liverpool,2,53.5,12,7,5,0,82.3,0,8,6,0,0,0,9,9,1,0,3 - 4,0 - 3,1 - 0,7 - 2,0 - 1,3 - 0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,B Guzan,M Lowton,R Vlaar,N Baker,J Bennett,Y Sylla,A Westwood,B Bannan,A Weimann,C Benteke,G Agbonlahor,P Reina,G Johnson,D Agger,J Carragher,Jose Enrique ,L Leiva,S Gerrard,J Henderson,P Coutinho,S Downing,L Suárez
72,2012-13,"12:45pm, Saturday 30th March 2013.",Stadium of Light,"43,760.",S'land,0,38.6,6,1,5,0,72.7,0,3,1,0,0,0,12,9,3,0,Man Utd,1,61.4,12,8,4,0,84.5,0,6,3,0,0,0,9,11,1,0,2 - 1,2 - 0,2 - 2,1 - 3,1 - 0,2 - 0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,S Mignolet,P Bardsley,T Bramble,J O'Shea,D Rose,A Johnson,C Gardner,A N'Diaye,J McClean,S Sessegnon,D Graham,D De Gea,Rafael ,N Vidic,C Smalling,A Büttner,A Valencia,M Carrick,Anderson ,A Young,S Kagawa,R van Persie
73,2012-13,"3:00pm, Saturday 30th March 2013.",Emirates Stadium,"60,082.",Arsenal,4,70.1,15,6,9,0,87.8,0,11,3,0,0,0,10,14,0,0,Reading,1,29.9,5,2,3,0,71.7,0,3,1,0,0,0,14,9,1,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,0 - 3,2 - 3,4 - 2,3 - 0,1 - 0,0 - 0,L Fabianski,B Sagna,P Mertesacker,L Koscielny,N Monreal,M Arteta,T Rosicky,A Ramsey,Gervinho ,S Cazorla,O Giroud,S Taylor,S Kelly,A Pearce,A Mariappa,N Shorey,M Leigertwood,J Karacan,D Guthrie,J McAnuff,H Robson-Kanu,P Pogrebnyak
74,2012-13,"3:00pm, Saturday 30th March 2013.",Etihad Stadium,"47,201.",Man City,4,63.6,17,9,8,0,85.3,0,9,6,0,0,0,7,9,0,0,Newcastle,0,36.4,5,1,4,0,76.9,0,2,3,0,0,0,9,7,2,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,J Hart,P Zabaleta,J Lescott,V Kompany,G Clichy,Y Touré,G Barry,D Silva,C Tévez,S Nasri,E Dzeko,R Elliot,D Simpson,S Taylor,M Yanga-Mbiwa,J Gutiérrez,V Anita,Y Cabaye,G Obertan,M Sissoko,Y Gouffran,P Cisse
75,2012-13,"3:00pm, Saturday 30th March 2013.",St. Mary's Stadium,"31,779.",So'ton,2,50.8,9,4,5,0,76.9,0,7,3,0,0,0,13,6,2,0,Chelsea,1,49.2,7,2,5,0,76.3,0,7,3,0,0,0,8,12,1,0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,A Boruc,N Clyne,M Yoshida,J Hooiveld,L Shaw,J Puncheon,M Schneiderlin,J Cork,S Davis,J Rodriguez,R Lambert,P Cech,C Azpilicueta,B Ivanovic,J Terry,R Bertrand,J Obi,F Lampard,V Moses,Oscar ,M Marin,F Torres
76,2012-13,"3:00pm, Saturday 30th March 2013.",The Liberty Stadium,"20,604.",Swansea ,1,62.7,11,3,8,0,85.4,0,5,4,0,0,0,5,10,2,0,Tottenham,2,37.3,9,7,2,0,78,0,2,0,0,0,0,10,5,4,0,1 - 1,2 - 0,2 - 0,1 - 1,1 - 1,1 - 2,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,M Vorm,D Tiendalli,Chico ,A Williams,B Davies,L Britton,J de Guzmán,W Routledge,N Dyer,P Hernández,Michu ,B Friedel,K Walker,M Dawson,J Vertonghen,K Naughton,S Parker,M Dembélé,G Bale,G Sigurdsson,A Lennon,E Adebayor
77,2012-13,"3:00pm, Saturday 30th March 2013.",Boleyn Ground,"34,966.",West Ham,3,39.5,11,5,6,0,74.2,0,5,3,0,0,0,11,13,1,0,W Brom,1,60.5,14,7,7,0,80.3,0,3,2,0,0,0,14,10,1,1,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,0 - 2,1 - 1,0 - 0,0 - 2,3 - 3,2 - 2,J Jaaskelainen,G Demel,W Reid,J Collins,J O'Brien,G O'Neil,M Diamé,K Nolan,M Jarvis,A Carroll,R Vaz Te,B Foster,G McAuley,L Ridgewell,B Jones,J Olsson,C Yacob,G Dorrans,Y Mulumbu,C Brunt,S Long,R Lukaku
