,year,date,venue,attendance,home_team,home_goals,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_goals,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_form_1,home_form_2,home_form_3,home_form_4,home_form_5,home_form_6,away_form_1,away_form_2,away_form_3,away_form_4,away_form_5,away_form_6,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
1329,2018-19,"8:00pm, Wednesday 30th January 2019.",Anfield,"53,092.",Liverpool,1,72.1,10,3,5,2,86.9,0,7,4,60,44.1,2,13,6,1,0,Leicester,1,27.9,5,2,2,1,65.1,2,1,3,78.9,55.9,2,6,11,3,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,A Ramses Becker,J Henderson,J Matip,V van Dijk,A Robertson,G Wijnaldum,N Keita,X Shaqiri,R Firmino,S Mané,M Salah,K Schmeichel,R Pereira,J Evans,H Maguire,B Chilwell,D Gray,N Mendy,O Ndidi,J Maddison,M Albrighton,J Vardy
1330,2018-19,"8:00pm, Wednesday 30th January 2019.",Wembley Stadium,"29,164.",Tottenham,2,68.5,17,3,6,8,85.5,0,9,1,62.5,47.2,0,6,9,0,0,Watford,1,31.5,9,1,5,3,66.8,1,5,5,66.7,52.8,4,9,6,4,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,H Lloris,T Alderweireld,D Sánchez,J Vertonghen,S Aurier,M Sissoko,H Winks,C Eriksen,D Rose,F Llorente,H Son,B Foster,D Janmaat,A Mariappa,C Cathcart,J Holebas,T Cleverley,E Capoue,W Hughes,R Pereyra,G Deulofeu,T Deeney
1331,2018-19,"7:45pm, Tuesday 29th January 2019.",Emirates Stadium,"59,933.",Arsenal,2,70.9,15,4,5,6,85.9,3,4,0,61.5,30,1,14,12,3,0,Cardiff,1,29.1,19,2,9,8,69,0,7,1,56.3,70,2,12,10,3,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,B Leno,S Lichtsteiner,S Mustafi,N Monreal,S Kolasinac,L Torreira,M Elneny,M Guendouzi,M Özil,A Lacazette,P Aubameyang,N Etheridge,L Peltier,B Manga,S Bamba,J Bennett,C Paterson,H Arter,A Gunnarsson,J Ralls,B Reid,O Niasse
1332,2018-19,"7:45pm, Tuesday 29th January 2019.",Craven Cottage,"22,008.",Fulham,4,61.9,24,8,9,7,84.9,4,10,1,83.3,46.2,4,10,5,2,0,Brighton,2,38.1,15,6,4,5,75.1,1,1,1,28.6,53.8,3,5,10,3,0,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,1 - 2,1 - 1,1 - 1,2 - 4,0 - 3,2 - 3,Sergio Rico ,D Odoi,M Le Marchand,T Ream,C Christie,C Chambers,J Seri,J Bryan,A Schürrle,A Mitrovic,R Babel,M Ryan,M Montoya,S Duffy,L Dunk,G Bong,P Groß,D Stephens,D Propper,S March,G Murray,J Locadia
1333,2018-19,"7:45pm, Tuesday 29th January 2019.",The John Smith's Stadium,"23,699.",Huddsf'ld,0,58.4,10,2,6,2,79.2,1,3,0,58.8,56.8,4,13,10,1,0,Everton,1,41.6,10,5,4,1,71,1,4,0,64,43.2,2,10,12,4,1,1 - 2,3 - 0,1 - 2,1 - 2,1 - 0,2 - 1,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,J Lössl,F Hadergjonaj,M Jorgensen,C Schindler,T Kongolo,J Bacuna,J Hogg,J Puncheon,E Kachunga,S Mounié,A Diakhaby,J Pickford,S Coleman,M Keane,K Zouma,L Baines,A Gomes,Bernard ,T Davies,G Sigurdsson,Richarlison ,C Tosun
1334,2018-19,"7:45pm, Tuesday 29th January 2019.",Molineux,"31,122.",Wolves,3,54.7,20,9,4,7,79.9,3,5,2,62.5,60,0,8,10,4,0,West Ham,0,45.3,4,0,3,1,74.5,0,1,0,33.3,40,6,10,8,1,0,2 - 0,1 - 1,1 - 0,1 - 0,0 - 4,1 - 3,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,Rui Patrício ,R Bennett,C Coady,R Saiss,M Doherty,L Dendoncker,R Neves,J Moutinho,J Otto,R Jiménez,D Jota,L Fabianski,P Zabaleta,I Diop,A Ogbonna,A Masuaku,R Snodgrass,M Noble,D Rice,F Anderson,M Antonio,M Arnautovic
1335,2018-19,"8:00pm, Tuesday 29th January 2019.",Old Trafford,"74,529.",Man Utd,2,74.4,28,9,11,8,87.4,1,11,2,66.7,43.2,2,10,8,1,0,Burnley,2,25.6,6,4,0,2,61.4,2,3,4,38.5,56.8,7,9,10,3,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,D De Gea,A Young,V Lindelöf,P Jones,L Shaw,N Matic,J Mata,A Pereira,P Pogba,M Rashford,R Lukaku,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Hendrick,A Westwood,J Cork,D McNeil,A Barnes,C Wood
1336,2018-19,"8:00pm, Tuesday 29th January 2019.","St James' Park, Newcastle","50,861.",Newcastle,2,23.8,7,2,3,2,63.2,0,1,2,55,41.9,2,9,7,2,0,Man City,1,76.2,12,4,3,5,88.9,1,8,5,50,58.1,0,7,9,3,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,M Dubravka,D Yedlin,F Schär,J Lascelles,F Lejeune,M Ritchie,Ayoze Pérez ,I Hayden,S Longstaff,C Atsu,S Rondón,Ederson ,K Walker,J Stones,A Laporte,Danilo ,K De Bruyne,Fernandinho ,D Silva,R Sterling,S Agüero,L Sané
1337,2018-19,"1:30pm, Sunday 20th January 2019.",The John Smith's Stadium,"24,190.",Huddsf'ld,0,32.4,5,2,3,0,72.2,0,1,2,50,48.3,1,10,8,2,0,Man City,3,67.6,12,4,6,2,87.3,4,4,2,76.9,51.7,2,9,10,2,0,1 - 2,3 - 0,1 - 2,1 - 2,1 - 0,2 - 1,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,J Lössl,T Smith,C Schindler,T Kongolo,C Löwe,E Kachunga,J Puncheon,J Hogg,J Bacuna,I Mbenza,A Diakhaby,Ederson ,K Walker,N Otamendi,A Laporte,Danilo ,K De Bruyne,Fernandinho                            (c),I Gündogan,R Sterling,S Agüero,L Sané
1338,2018-19,"12:30pm, Saturday 19th January 2019.",Molineux,"31,278.",Wolves,4,45.6,12,7,3,2,70.6,5,5,1,50,47.7,4,11,10,3,0,Leicester,3,54.4,16,6,5,5,73.2,0,9,0,35.7,52.3,3,10,11,3,0,2 - 0,1 - 1,1 - 0,1 - 0,0 - 4,1 - 3,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,Rui Patrício ,R Bennett,C Coady,R Saiss,J Otto,L Dendoncker,R Neves,J Moutinho,R Vinagre,R Jiménez,D Jota,K Schmeichel,D Simpson,W Morgan,H Maguire,B Chilwell,N Mendy,O Ndidi,R Pereira,D Gray,H Barnes,J Vardy
1339,2018-19,"3:00pm, Saturday 19th January 2019.",Vitality Stadium,"10,495.",B'mouth,2,38.5,10,4,5,1,76.3,2,2,4,50,47.2,1,6,10,0,0,West Ham,0,61.5,9,1,6,2,83.3,1,3,3,69.2,52.8,3,10,6,1,0,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,A Boruc,N Clyne,S Cook,N Aké,A Smith,D Brooks,D Gosling,J Lerma,R Fraser,J King,C Wilson,L Fabianski,P Zabaleta,I Diop,A Ogbonna,A Cresswell,M Noble,D Rice,M Antonio,S Nasri,F Anderson,A Carroll
1340,2018-19,"3:00pm, Saturday 19th January 2019.",Anfield,"53,171.",Liverpool,4,70.6,19,9,7,3,86.2,1,8,1,63.2,53.1,0,6,8,0,1,C Palace,3,29.4,9,3,3,3,69.7,1,3,3,73.9,46.9,5,8,5,1,0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,A Ramses Becker,J Milner,J Matip,V van Dijk,A Robertson,J Henderson,Fabinho ,S Mané,R Firmino,N Keita,M Salah,J Speroni,A Wan-Bissaka,J Tomkins,M Sakho,P van Aanholt,A Townsend,J McArthur,L Milivojevic,C Kouyaté,W Zaha,J Ayew
1341,2018-19,"3:00pm, Saturday 19th January 2019.",Old Trafford,"74,532.",Man Utd,2,56,20,5,9,6,85,2,6,1,75,48.8,2,11,11,1,0,Brighton,1,44,7,3,3,1,79.3,1,5,2,58.8,51.2,4,11,11,0,0,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,1 - 2,1 - 1,1 - 1,2 - 4,0 - 3,2 - 3,D De Gea,A Young,V Lindelöf,P Jones,D Dalot,A Herrera,N Matic,P Pogba,J Lingard,M Rashford,A Martial,D Button,M Montoya,S Duffy,L Dunk,G Bong,S March,P Groß,D Stephens,D Propper,J Locadia,G Murray
1342,2018-19,"3:00pm, Saturday 19th January 2019.","St James' Park, Newcastle","49,864.",Newcastle,3,53.5,16,6,5,5,75.7,3,7,1,47.1,58.2,1,11,5,0,0,Cardiff,0,46.5,9,1,5,3,65.5,0,10,0,76,41.8,3,6,11,1,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,M Dubravka,D Yedlin,F Schär,J Lascelles,F Lejeune,M Ritchie,Ayoze Pérez ,I Hayden,S Longstaff,C Atsu,S Rondón,N Etheridge,L Peltier,B Manga,S Bamba,J Bennett,N Mendez-Laing,V Camarasa,J Ralls,J Hoilett,C Paterson,O Niasse
1343,2018-19,"3:00pm, Saturday 19th January 2019.",St. Mary's Stadium,"29,989.",So'ton,2,39.4,11,4,4,3,68.2,1,7,3,75,56.3,1,12,11,2,0,Everton,1,60.6,7,2,1,4,73.6,2,6,2,71.4,43.7,3,11,11,1,0,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,A McCarthy,J Bednarek,J Stephens,J Vestergaard,Y Valery,J Ward-Prowse,O Romeu,P Højbjerg,M Targett,N Redmond,D Ings,J Pickford,S Coleman,M Keane,K Zouma,L Digne,A Gomes,I Gueye,A Lookman,G Sigurdsson,Bernard ,Richarlison 
1344,2018-19,"3:00pm, Saturday 19th January 2019.",Vicarage Road,"19,510.",Watford,0,54.8,9,4,3,2,75,2,1,2,82.4,48.8,3,14,9,1,0,Burnley,0,45.2,12,3,7,2,63.6,3,7,8,41.7,51.3,4,9,13,2,0,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,B Foster,K Femenía,A Mariappa,C Kabasele,J Holebas,T Cleverley,E Capoue,K Sema,R Pereyra,T Deeney,G Deulofeu,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Hendrick,A Westwood,J Cork,D McNeil,A Barnes,C Wood
1345,2018-19,"5:30pm, Saturday 19th January 2019.",Emirates Stadium,"59,979.",Arsenal,2,35.7,13,5,7,1,75.2,3,5,1,62.9,42.3,1,13,15,0,0,Chelsea,0,64.3,13,1,9,3,87.3,1,6,0,61.5,57.7,3,15,13,2,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,B Leno,H Bellerin,S Papastathopoulos,L Koscielny,S Kolasinac,G Xhaka,L Torreira,M Guendouzi,A Ramsey,A Lacazette,P Aubameyang,K Arrizabalaga,C Azpilicueta,A Rüdiger,D Luiz,M Alonso,N Kanté,Jorginho ,M Kovacic,Pedro ,E Hazard,Willian 
1346,2018-19,"2:15pm, Sunday 13th January 2019.",Goodison Park,"38,113.",Everton,2,50.9,15,3,8,4,74.7,2,5,1,57.9,46.7,7,17,8,5,0,B'mouth,0,49.1,16,7,7,2,69,1,9,1,57.1,53.3,0,8,17,0,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,J Pickford,S Coleman,M Keane,K Zouma,L Digne,I Gueye,A Gomes,A Lookman,G Sigurdsson,Bernard ,Richarlison ,A Begovic,N Clyne,S Cook,N Aké,A Smith,J Stanislas,D Gosling,J Lerma,R Fraser,D Brooks,J King
1347,2018-19,"4:30pm, Sunday 13th January 2019.",Wembley Stadium,"80,062.",Tottenham,0,61.2,21,11,6,4,83.8,2,7,4,57.9,41.7,7,8,8,1,0,Man Utd,1,38.8,13,8,3,2,73.8,0,4,1,53.3,58.3,11,8,8,2,0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,H Lloris,K Trippier,T Alderweireld,J Vertonghen,B Davies,H Winks,M Sissoko,C Eriksen,D Alli,H Son,H Kane,D De Gea,A Young,V Lindelöf,P Jones,L Shaw,N Matic,A Herrera,P Pogba,J Lingard,A Martial,M Rashford
1348,2018-19,"12:30pm, Saturday 12th January 2019.",London Stadium,"59,946.",West Ham,1,41.4,11,3,7,1,80.8,1,7,5,54.5,63.2,3,7,10,0,0,Arsenal,0,58.6,11,2,8,1,86.3,0,3,3,50,36.8,2,10,7,2,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,L Fabianski,P Zabaleta,I Diop,A Ogbonna,A Cresswell,M Noble,D Rice,M Antonio,S Nasri,F Anderson,M Arnautovic,B Leno,S Mustafi,S Papastathopoulos,L Koscielny,A Maitland-Niles,M Guendouzi,G Xhaka,S Kolasinac,P Aubameyang,A Iwobi,A Lacazette
1349,2018-19,"3:00pm, Saturday 12th January 2019.",Amex Stadium,"30,682.",Brighton,0,29.1,7,0,5,2,68.1,0,2,5,58.3,42.9,2,15,4,0,0,Liverpool,1,70.9,10,3,5,2,85,2,7,0,70,57.1,0,5,12,0,0,1 - 2,1 - 1,1 - 1,2 - 4,0 - 3,2 - 3,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,D Button,M Montoya,S Duffy,L Dunk,G Bong,S March,P Groß,D Stephens,D Propper,J Locadia,G Murray,A Ramses Becker,T Alexander-Arnold,Fabinho ,V van Dijk,A Robertson,G Wijnaldum,J Henderson,X Shaqiri,R Firmino,S Mané,M Salah
1350,2018-19,"3:00pm, Saturday 12th January 2019.",Turf Moor,"19,316.",Burnley,2,41.8,11,1,5,5,67.3,1,2,2,68.2,49.2,2,5,9,1,0,Fulham,1,58.2,12,4,4,4,80.5,1,6,0,70,50.8,0,9,5,2,0,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Hendrick,A Westwood,J Cork,D McNeil,C Wood,A Barnes,Sergio Rico ,D Odoi,M Le Marchand,T Ream,C Christie,C Chambers,J Seri,J Bryan,A Schürrle,A Mitrovic,R Sessegnon
1351,2018-19,"3:00pm, Saturday 12th January 2019.",Cardiff City Stadium,"30,725.",Cardiff,0,38.9,3,0,0,3,57.4,1,3,3,30.8,40,3,12,12,3,0,Huddsf'ld,0,61.1,14,2,4,8,69.9,0,10,3,53.8,60,0,14,12,1,0,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,1 - 2,3 - 0,1 - 2,1 - 2,1 - 0,2 - 1,N Etheridge,B Manga,S Morrison,S Bamba,J Bennett,A Gunnarsson,N Mendez-Laing,V Camarasa,H Arter,J Hoilett,C Paterson,J Lössl,F Hadergjonaj,M Jorgensen,C Schindler,E Durm,J Puncheon,J Hogg,P Billing,E Kachunga,A Pritchard,S Mounié
1352,2018-19,"3:00pm, Saturday 12th January 2019.",Selhurst Park,"25,010.",C Palace,1,55.3,15,6,6,3,75.8,1,7,3,58.1,47.9,0,11,11,1,0,Watford,2,44.7,16,2,9,5,77.8,0,7,2,46.7,52.1,6,11,11,4,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,V Guaita,A Wan-Bissaka,J Tomkins,M Sakho,P van Aanholt,C Kouyaté,L Milivojevic,J McArthur,A Townsend,J Ayew,W Zaha,B Foster,K Femenía,A Mariappa,C Cathcart,J Holebas,A Doucouré,E Capoue,W Hughes,R Pereyra,G Deulofeu,T Deeney
1353,2018-19,"3:00pm, Saturday 12th January 2019.",The King Power Stadium,"31,491.",Leicester,1,71.7,23,6,8,9,79.3,1,10,4,60,45.3,1,7,9,2,0,So'ton,2,28.3,8,3,3,2,55.9,0,3,4,82.4,54.7,4,9,7,1,1,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,K Schmeichel,R Pereira,W Morgan,H Maguire,B Chilwell,H Choudhury,N Mendy,O Ndidi,M Albrighton,J Vardy,J Maddison,A McCarthy,J Bednarek,J Stephens,J Vestergaard,Y Valery,O Romeu,J Ward-Prowse,M Targett,N Redmond,S Armstrong,S Long
1354,2018-19,"5:30pm, Saturday 12th January 2019.",Stamford Bridge,"40,491.",Chelsea,2,65.9,10,6,2,2,85.4,3,8,5,72.2,64.5,1,6,13,1,0,Newcastle,1,34.1,9,2,6,1,74.4,0,5,1,68.2,35.5,4,13,6,1,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,K Arrizabalaga,C Azpilicueta,A Rüdiger,D Luiz,M Alonso,N Kanté,Jorginho ,M Kovacic,Pedro ,E Hazard,Willian ,M Dubravka,D Yedlin,F Lejeune,J Lascelles,C Clark,M Ritchie,Ayoze Pérez ,S Longstaff,I Hayden,C Atsu,S Rondón
1355,2018-19,"8:00pm, Thursday 3rd January 2019.",Etihad Stadium,"54,511.",Man City,2,49.6,9,4,4,1,81,1,2,2,78.6,67.9,3,12,6,4,0,Liverpool,1,50.4,7,5,2,0,79.1,2,1,1,50,32.1,2,7,12,2,0,3 - 0,1 - 0,3 - 0,1 - 1,3 - 1,1 - 0,5 - 0,2 - 1,2 - 0,2 - 1,1 - 0,2 - 2,Ederson ,Danilo ,J Stones,V Kompany,A Laporte,B Silva,Fernandinho ,D Silva,R Sterling,S Agüero,L Sané,A Ramses Becker,T Alexander-Arnold,D Lovren,V van Dijk,A Robertson,G Wijnaldum,J Henderson,J Milner,M Salah,R Firmino,S Mané
1356,2018-19,"7:45pm, Wednesday 2nd January 2019.",Vitality Stadium,"10,261.",B'mouth,3,57,25,12,8,5,75.8,5,4,2,66.7,43.3,0,9,15,1,0,Watford,3,43,11,3,6,2,70.2,0,2,2,64.7,56.7,9,15,8,4,0,0 - 1,1 - 1,1 - 0,1 - 1,1 - 1,0 - 0,3 - 2,0 - 1,1 - 1,1 - 1,3 - 1,1 - 0,A Begovic,J Stanislas,S Cook,N Aké,C Daniels,D Brooks,D Gosling,J Lerma,R Fraser,C Wilson,J King,B Foster,K Femenía,A Mariappa,C Cathcart,J Holebas,A Doucouré,E Capoue,K Sema,R Pereyra,G Deulofeu,T Deeney
1357,2018-19,"7:45pm, Wednesday 2nd January 2019.",Stamford Bridge,"40,668.",Chelsea,0,71.6,17,6,2,9,84.8,0,7,5,44.4,43.8,2,8,11,1,0,So'ton,0,28.4,6,2,3,1,65.9,0,2,3,65,56.3,6,11,8,2,0,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,4 - 3,2 - 0,3 - 3,2 - 0,1 - 0,2 - 5,K Arrizabalaga,C Azpilicueta,A Rüdiger,D Luiz,M Alonso,N Kanté,Jorginho ,R Barkley,Willian ,Á Morata,E Hazard,A Gunn,Y Valery,J Bednarek,M Yoshida,J Vestergaard,C Soares,N Redmond,O Romeu,J Ward-Prowse,S Armstrong,D Ings
1358,2018-19,"7:45pm, Wednesday 2nd January 2019.",The John Smith's Stadium,"23,715.",Huddsf'ld,1,42.9,9,2,3,4,64.8,1,5,0,61.1,55.3,6,11,8,0,1,Burnley,2,57.1,16,8,7,1,77.6,5,2,2,60,44.7,2,9,11,4,1,1 - 2,3 - 0,1 - 2,1 - 2,1 - 0,2 - 1,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,J Lössl,F Hadergjonaj,M Jorgensen,C Schindler,T Kongolo,J Hogg,P Billing,E Kachunga,A Pritchard,I Mbenza,S Mounié,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Gudmundsson,A Westwood,J Cork,D McNeil,C Wood,A Barnes
1359,2018-19,"7:45pm, Wednesday 2nd January 2019.",London Stadium,"59,870.",West Ham,2,54.3,13,6,6,1,78.5,0,1,0,60,51.3,4,9,11,0,0,Brighton,2,45.7,13,6,2,5,75.6,1,5,4,41.2,48.7,4,11,9,1,0,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,1 - 2,1 - 1,1 - 1,2 - 4,0 - 3,2 - 3,L Fabianski,P Zabaleta,I Diop,A Ogbonna,A Cresswell,R Snodgrass,P Obiang,D Rice,F Anderson,A Carroll,M Arnautovic,D Button,M Montoya,S Duffy,L Dunk,B Fernandes da Silva Junior,S March,P Groß,D Stephens,D Propper,J Locadia,G Murray
1360,2018-19,"7:45pm, Wednesday 2nd January 2019.",Molineux,"30,666.",Wolves,0,51.9,9,1,5,3,81.8,2,3,1,42.3,63.4,2,9,7,4,0,C Palace,2,48.1,17,4,6,7,80.2,1,10,0,52.6,36.6,1,7,9,1,0,2 - 0,1 - 1,1 - 0,1 - 0,0 - 4,1 - 3,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,Rui Patrício ,R Bennett,C Coady,W Boly,M Doherty,J Moutinho,R Saiss,J Otto,H Costa,R Jiménez,I Cavaleiro,V Guaita,A Wan-Bissaka,J Tomkins,M Sakho,P van Aanholt,C Kouyaté,L Milivojevic,J McArthur,A Townsend,J Ayew,W Zaha
1361,2018-19,"8:00pm, Wednesday 2nd January 2019.","St James' Park, Newcastle","52,217.",Newcastle,0,34.9,14,3,8,3,71.7,0,1,0,57.1,38.9,5,10,8,1,0,Man Utd,2,65.1,16,7,6,3,86.3,3,2,0,66.7,61.1,3,9,10,2,0,2 - 1,1 - 1,1 - 4,3 - 1,1 - 1,1 - 1,1 - 2,0 - 1,5 - 0,0 - 0,2 - 1,4 - 1,M Dubravka,D Yedlin,F Schär,J Lascelles,P Dummett,M Ritchie,Ayoze Pérez ,I Hayden,M Diamé,C Atsu,S Rondón,D De Gea,A Valencia,V Lindelöf,P Jones,L Shaw,A Herrera,N Matic,J Mata,P Pogba,A Martial,M Rashford
1362,2018-19,"12:30pm, Tuesday 1st January 2019.",Goodison Park,"39,052.",Everton,0,59.6,17,2,7,8,74.1,0,6,1,72.2,50.8,3,5,6,3,0,Leicester,1,40.4,8,4,3,1,65.8,1,5,2,53.8,49.2,2,8,5,1,0,1 - 2,0 - 2,2 - 2,4 - 2,4 - 1,2 - 1,4 - 0,4 - 1,2 - 1,1 - 0,3 - 0,0 - 1,J Pickford,J Kenny,M Keane,K Zouma,L Digne,A Gomes,I Gueye,T Walcott,G Sigurdsson,Richarlison ,D Calvert-Lewin,K Schmeichel,D Simpson,J Evans,H Maguire,B Chilwell,H Choudhury,N Mendy,O Ndidi,R Ghezzal,J Vardy,R Pereira
1363,2018-19,"3:00pm, Tuesday 1st January 2019.",Emirates Stadium,"59,887.",Arsenal,4,59.6,16,9,4,3,78.8,9,9,4,66.7,51.3,3,7,12,0,0,Fulham,1,40.4,9,4,4,1,74.2,4,3,4,61.1,48.7,4,12,7,1,0,4 - 1,1 - 0,3 - 0,0 - 1,2 - 1,0 - 1,2 - 0,1 - 2,1 - 1,0 - 1,0 - 3,0 - 3,B Leno,S Mustafi,S Papastathopoulos,L Koscielny,A Maitland-Niles,M Guendouzi,G Xhaka,S Kolasinac,A Iwobi,P Aubameyang,A Lacazette,Sergio Rico ,D Odoi,M Le Marchand,T Ream,C Christie,T Cairney,I Cissé,J Bryan,R Sessegnon,A Mitrovic,A Schürrle
1364,2018-19,"5:30pm, Tuesday 1st January 2019.",Cardiff City Stadium,"32,485.",Cardiff,0,26.9,6,3,2,1,74.5,1,5,6,57.1,50,1,6,6,1,0,Tottenham,3,73.1,13,4,6,3,90.8,1,3,2,44.4,50,3,6,6,0,0,3 - 0,2 - 3,1 - 1,1 - 1,1 - 1,1 - 0,3 - 1,2 - 1,0 - 1,1 - 0,3 - 0,3 - 3,N Etheridge,B Manga,S Morrison,S Bamba,G Cunningham,A Gunnarsson,C Paterson,V Camarasa,H Arter,J Murphy,B Reid,H Lloris,K Trippier,D Sánchez,T Alderweireld,D Rose,H Winks,M Sissoko,C Eriksen,D Alli,H Son,H Kane
1365,2018-19,"12:00pm, Sunday 30th December 2018.",Selhurst Park,"25,781.",C Palace,0,34.2,4,0,2,2,77.4,0,3,3,46.2,50,3,11,8,0,0,Chelsea,1,65.8,12,4,4,4,88.3,1,4,3,38.5,50,0,8,10,1,0,0 - 2,2 - 1,1 - 1,0 - 4,1 - 2,3 - 1,3 - 0,3 - 0,4 - 0,0 - 0,0 - 0,3 - 3,V Guaita,A Wan-Bissaka,J Tomkins,M Sakho,P van Aanholt,A Townsend,J McArthur,L Milivojevic,C Kouyaté,J Schlupp,W Zaha,K Arrizabalaga,C Azpilicueta,A Rüdiger,D Luiz,M Alonso,N Kanté,Jorginho ,R Barkley,Willian ,O Giroud,E Hazard
1366,2018-19,"2:15pm, Sunday 30th December 2018.",Turf Moor,"20,933.",Burnley,2,43,17,5,9,3,73.4,5,5,4,61.9,49.1,4,15,11,1,0,West Ham,0,57,11,4,2,5,75.1,1,5,1,50,50.9,3,11,15,4,0,0 - 3,0 - 1,0 - 0,1 - 3,0 - 3,0 - 1,1 - 2,1 - 1,3 - 3,3 - 0,1 - 4,4 - 0,T Heaton,P Bardsley,J Tarkowski,B Mee,C Taylor,J Gudmundsson,A Westwood,J Cork,D McNeil,A Barnes,C Wood,L Fabianski,M Antonio,I Diop,A Ogbonna,A Cresswell,R Snodgrass,M Noble,D Rice,F Anderson,M Arnautovic,L Pérez
