,home_team,home_Possession %,home_Total Shots,home_On Target,home_Off Target,home_Blocked,home_Passing %,home_Clear-Cut Chances,home_Corners,home_Offsides,home_Tackles %,home_Aerial Duels %,home_Saves,home_Fouls Committed,home_Fouls Won,home_Yellow Cards,home_Red Cards,away_team,away_Possession %,away_Total Shots,away_On Target,away_Off Target,away_Blocked,away_Passing %,away_Clear-Cut Chances,away_Corners,away_Offsides,away_Tackles %,away_Aerial Duels %,away_Saves,away_Fouls Committed,away_Fouls Won,away_Yellow Cards,away_Red Cards,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,home_Possession %_moving,home_Total Shots_moving,home_On Target_moving,home_Off Target_moving,home_Blocked_moving,home_Passing %_moving,home_Clear-Cut Chances_moving,home_Corners_moving,home_Offsides_moving,home_Tackles %_moving,home_Aerial Duels %_moving,home_Saves_moving,home_Fouls Committed_moving,home_Fouls Won_moving,home_Yellow Cards_moving,home_Red Cards_moving,home_goals_moving,home_goal_difference_moving,away_Possession %_moving,away_Total Shots_moving,away_On Target_moving,away_Off Target_moving,away_Blocked_moving,away_Passing %_moving,away_Clear-Cut Chances_moving,away_Corners_moving,away_Offsides_moving,away_Tackles %_moving,away_Aerial Duels %_moving,away_Saves_moving,away_Fouls Committed_moving,away_Fouls Won_moving,away_Yellow Cards_moving,away_Red Cards_moving,away_goals_moving,away_goal_difference_moving
613,21,47.32245059288538,12.624901185770751,4.309881422924901,5.458893280632411,2.8561264822134387,73.62521739130435,1.2944664031620554,3.999209486166008,2.4130434782608696,75.02490118577074,50.57268774703558,3.4932806324110675,15.11501976284585,13.662845849802373,1.94901185770751,0.108300395256917,12,51.10882828282829,13.113535353535354,4.802323232323232,5.1574747474747475,3.153737373737374,77.02636363636364,1.0425252525252526,4.21989898989899,2.268686868686869,76.27254545454547,49.231181818181824,3.5394949494949497,15.781515151515151,15.219090909090909,2.0211111111111113,0.07111111111111111,69,66,79,67,70,78,74,79,79,79,79,83,79,80,79,78,78,76,80,82,76,76,46.320000000000036,14.8,5.8,6.6,2.4,77.51999999999997,2.0,6.0,2.6,61.18000000000003,44.63999999999997,3.2,12.0,7.8,0.8,0.0,2.6,0.6,56.480000000000004,15.6,5.8,5.2,4.6,80.75999999999996,2.4,4.4,1.6,66.46000000000006,54.02,3.8,16.4,13.8,3.4,0.2,1.8,-0.8
614,0,53.34813664596273,14.340372670807453,5.532505175983437,5.313664596273292,3.494202898550725,80.51238095238097,1.8722567287784682,4.940372670807454,2.4113871635610766,74.82322981366462,52.39960662525881,3.281780538302278,11.981987577639751,13.086749482401657,1.3095238095238095,0.04244306418219462,2,45.05972332015809,11.983399209486166,4.590118577075099,4.805928853754941,2.5873517786561266,71.47565217391306,1.2438735177865614,4.102371541501976,1.981818181818182,74.6798418972332,50.67312252964427,3.8533596837944666,15.387351778656129,13.92608695652174,2.074308300395257,0.04071146245059289,82,80,75,77,77,81,77,81,73,80,81,82,76,76,78,78,77,66,77,79,76,82,42.799999999999976,10.6,3.2,5.0,2.4,79.94000000000003,2.4,3.2,2.8,65.38000000000002,41.63999999999999,4.2,11.6,11.0,1.0,0.0,1.2,-0.4,39.9,10.0,4.4,3.2,2.4,73.41999999999999,1.2,5.2,1.2,61.780000000000015,41.10000000000001,4.0,11.2,10.4,1.6,0.2,0.8,-0.8
615,19,53.00237843551799,14.805391120507402,5.59862579281184,5.915750528541227,3.2910147991543344,75.45309725158562,1.66723044397463,5.538689217758986,2.53784355179704,76.03969344608879,50.279154334038054,2.739957716701903,14.734143763213531,13.611416490486258,1.5394291754756873,0.16247357293868922,23,54.71860869565217,11.624347826086957,4.528695652173914,4.572173913043478,2.5234782608695654,76.1984347826087,1.4104347826086958,5.135652173913043,3.1426086956521746,73.5264347826087,50.42713043478261,2.3669565217391306,14.71304347826087,14.680000000000001,1.866086956521739,0.1373913043478261,84,78,83,81,78,81,78,82,79,81,82,79,75,73,79,78,75,82,75,82,81,83,59.160000000000004,17.0,8.0,7.4,1.6,82.65999999999998,2.4,5.6,2.6,68.92000000000003,49.50000000000001,1.4,8.6,15.0,0.6,0.2,2.2,1.6,49.719999999999985,12.4,4.4,5.2,2.8,76.9,1.4,6.6,2.0,56.10000000000001,53.65999999999997,3.0,14.0,13.0,1.4,0.2,1.4,-0.8
616,17,50.632106280193234,13.98,4.553526570048309,5.9256038647343,3.5008695652173913,77.83803864734298,1.2698550724637683,4.877487922705314,2.520386473429952,71.98066666666666,50.64967149758454,3.006763285024155,14.80647342995169,13.798454106280193,1.7021256038647345,0.07980676328502416,5,48.62452251360713,10.103513112320634,3.565264720435428,4.082038594755072,2.4562097971301338,72.5215932706581,1.0086095992083128,3.9156853043048,2.3488372093023258,78.28246412666998,46.74350321622959,3.369421078673924,15.49717961405245,14.191588322612567,2.4641266699653634,0.11004453240969816,65,83,78,81,79,80,74,79,77,76,79,74,79,77,77,75,75,75,60,76,79,75,48.680000000000014,15.4,5.0,6.0,4.4,80.42000000000004,2.0,6.8,1.6,66.33999999999999,48.99999999999998,2.8,12.4,13.0,1.2,0.0,1.2,-0.2,35.78000000000004,8.2,3.6,2.6,2.0,64.5,0.4,3.6,1.2,60.06000000000002,47.32000000000001,5.4,15.2,8.2,3.0,0.0,1.4,-1.4
617,11,53.04261099365752,14.505919661733618,5.277484143763214,6.258985200845666,2.969450317124736,79.30792811839324,1.668076109936575,5.141860465116279,1.7953488372093025,75.05337209302326,52.72623678646936,3.1165961945031713,13.303382663847781,14.110042283298098,1.6341437632135307,0.12526427061310783,6,47.872103386809265,12.09126559714795,4.379857397504456,4.918538324420678,2.7928698752228165,73.82477718360072,1.151336898395722,4.712121212121213,2.016221033868093,78.88169340463458,53.351871657754,4.046167557932264,15.684670231729056,13.991265597147951,2.038146167557932,0.06024955436720143,66,77,75,80,78,79,75,75,64,75,77,74,73,77,75,75,70,76,76,74,65,77,51.860000000000014,14.4,6.6,4.6,3.2,78.60000000000001,2.2,7.0,1.8,67.94000000000003,42.92000000000003,4.6,8.2,12.6,0.8,0.0,3.0,2.4,39.2,10.0,4.0,4.6,1.4,75.49999999999997,0.4,4.0,1.6,68.71999999999997,59.06000000000004,6.0,9.6,12.4,1.2,0.2,0.6,-1.8
618,22,69.92166160081054,19.06626139817629,7.889766970618036,7.331306990881459,3.8451874366767984,87.80575481256334,2.52887537993921,7.218642350557244,2.6520770010131716,75.5431205673759,51.069118541033426,2.2433637284701113,10.902532928064844,11.934346504559272,1.03242147922999,0.04235055724417427,4,58.76368992248062,14.34201550387597,5.117002583979328,5.684857881136952,3.54015503875969,79.77772609819121,2.0625322997416022,5.152248062015504,2.748423772609819,76.28820671834626,49.78642894056848,2.5775710594315244,12.654780361757107,13.055503875968995,1.6159173126614987,0.023049095607235143,90,85,84,89,85,86,84,82,86,83,90,81,81,78,69,78,82,72,79,79,80,85,70.7,26.6,11.0,11.2,4.4,87.85999999999997,5.8,10.6,3.2,82.87999999999997,46.1,1.0,9.8,10.0,0.8,0.0,2.6,2.0,62.61999999999997,13.2,5.2,5.4,2.6,88.74000000000004,3.2,4.6,1.0,69.66,51.839999999999975,2.4,8.8,11.8,1.0,0.0,2.2,1.6
619,8,47.37896865520728,13.551263902932256,4.625783619817999,5.771284125379172,3.154196157735086,73.1468958543984,1.2276036400404449,4.877553083923155,2.3940343781597577,74.91929221435795,49.18480283114256,2.7508594539939333,14.08422649140546,13.920020222446917,1.5583417593528819,0.10050556117290192,10,45.73573055028463,10.836432637571157,3.8582542694497155,3.898481973434535,3.0796963946869074,71.32855787476282,0.9823529411764707,3.879506641366224,1.5259962049335865,74.48258064516128,45.96111954459204,3.8203036053130934,13.744781783681214,13.108159392789375,1.5223908918406073,0.0633776091081594,67,74,73,72,74,76,79,77,76,74,71,77,58,73,77,72,71,72,75,74,77,71,53.95999999999998,17.2,5.6,8.6,3.0,80.67999999999999,1.8,4.6,2.6,70.58000000000001,54.1,3.4,15.0,10.8,1.4,0.0,2.2,0.0,47.51999999999998,12.6,6.2,4.4,2.0,73.7,1.4,4.6,1.4,78.69999999999999,50.6,3.0,13.4,14.8,3.2,0.0,1.8,-0.8
620,6,48.27023172905526,12.728698752228166,4.337611408199644,5.310516934046347,3.0805704099821747,72.99001782531195,1.0598930481283422,5.303030303030304,2.246702317290553,78.83586452762924,54.54385026737968,3.548306595365419,15.193226381461676,14.328698752228165,1.7889483065953655,0.05918003565062389,17,50.51509178743961,12.120000000000001,4.480772946859903,5.035748792270532,2.603478260869565,77.76548792270532,1.2794202898550726,4.64328502415459,2.81487922705314,72.18266666666668,51.60535265700483,3.360386473429952,15.359227053140097,13.46048309178744,1.9418357487922708,0.05256038647342995,74,73,77,75,71,76,74,76,70,77,65,65,83,81,81,79,78,74,74,77,76,80,45.07999999999999,13.0,4.2,5.0,3.8,74.96,1.8,3.6,0.6,65.72,52.459999999999994,4.0,12.2,13.0,1.0,0.0,1.4,1.0,40.59999999999998,11.2,4.4,4.8,2.0,78.14000000000001,1.6,6.4,3.0,65.17999999999998,50.57999999999997,3.0,14.8,12.2,3.2,0.0,2.2,0.4
621,5,50.505066798614564,12.228005937654627,4.354082137555666,5.025828797624937,2.8480950024740226,73.17241959426028,1.592577931716972,5.127857496288966,2.837209302325582,78.3275309252845,47.13215239980208,3.012568035625928,16.08174171202375,15.324492825333994,2.530925284512618,0.0913409203364671,18,45.26294117647059,11.63529411764706,4.405882352941177,4.452941176470588,2.7764705882352945,71.84176470588235,1.4294117647058824,5.2,2.0176470588235293,73.9729411764706,45.54588235294117,3.947058823529412,14.129411764705884,13.082352941176472,1.6235294117647059,0.10000000000000002,74,77,77,64,75,75,78,60,79,75,78,79,78,80,74,74,78,78,78,76,63,70,50.359999999999964,13.4,3.8,6.0,3.6,72.77999999999999,1.6,6.6,1.8,64.67999999999999,52.799999999999976,2.0,16.0,14.0,1.6,0.2,0.2,-1.2,53.61999999999999,14.0,4.2,6.4,3.4,78.60000000000002,1.0,5.4,2.0,71.00000000000003,53.79999999999999,4.2,14.0,12.6,1.6,0.0,0.4,-1.8
622,4,59.205922480620146,16.135503875968993,6.0959173126614985,6.204547803617572,3.8350387596899225,80.35276485788114,2.598966408268734,5.888062015503877,2.9704392764857883,73.38538501291991,52.87827390180879,2.0777260981912145,12.247028423772612,12.663875968992249,1.3706459948320415,0.022428940568475452,11,52.51463002114165,12.04693446088795,4.575052854122622,4.803382663847781,2.6684989429175476,78.77357293868921,1.4397463002114164,4.66046511627907,1.9488372093023256,75.33209302325582,51.92587737843554,2.978012684989429,13.655391120507401,13.533192389006343,1.6528541226215645,0.08245243128964058,81,77,78,69,78,82,79,78,82,72,60,82,77,75,80,78,79,74,78,75,76,77,61.08,11.6,5.0,3.6,3.0,84.84000000000005,2.2,3.0,0.8,62.69999999999995,44.07999999999997,2.8,12.2,12.2,0.8,0.6,2.4,-0.2,50.300000000000054,8.6,3.4,2.8,2.4,75.82000000000002,1.0,2.4,2.2,54.17999999999999,52.11999999999998,4.8,11.8,13.6,1.8,0.2,1.0,-0.6
623,10,47.149373814041745,11.797343453510438,4.207210626185958,4.658444022770398,2.93168880455408,72.2755218216319,0.9294117647058824,4.388994307400379,1.749146110056926,73.82064516129033,45.62189753320683,3.668311195445921,13.075901328273245,13.33586337760911,1.6379506641366226,0.059962049335863375,22,68.75807497467073,16.479331306990883,6.344782168186423,6.396656534954407,3.7378926038500504,86.63016210739616,1.9726443768996962,6.01742654508612,2.3225937183383993,75.02248226950356,51.55504559270517,2.0448834853090174,12.395845997973657,13.451671732522799,1.4868287740628168,0.026545086119554206,77,72,58,77,75,73,72,71,77,74,71,80,85,86,89,77,88,86,83,86,90,83,49.21999999999999,15.2,4.0,6.6,4.6,79.84,0.4,4.6,1.8,63.77999999999997,46.40000000000001,3.0,13.2,12.4,1.8,0.2,1.6,0.2,63.719999999999935,15.8,6.0,6.8,3.0,86.20000000000007,2.0,5.4,2.6,68.05999999999999,57.62000000000005,2.0,10.6,12.0,1.6,0.0,1.4,0.6
624,2,45.82525691699604,13.365415019762846,5.337747035573123,4.837351778656126,3.1903162055335974,71.25260869565219,1.5664031620553363,4.95494071146245,1.9954545454545456,73.43300395256917,51.26067193675888,2.936166007905139,15.3903162055336,15.204347826086956,1.8881422924901186,0.026482213438735178,8,45.725176946410514,11.507381193124369,4.270576339737109,4.736299292214358,2.5005055611729023,71.34107178968658,1.0732052578361984,4.300910010111224,2.669160768452983,73.86786653185037,48.588048533872595,3.3290192113245705,15.243882709807886,14.02891809908999,1.6287158746208292,0.12295247724974723,82,76,76,78,77,77,73,79,82,77,76,67,76,76,72,74,76,57,77,76,71,74,50.44000000000001,13.4,5.4,5.2,2.8,79.34000000000006,2.0,4.4,1.2,67.14000000000001,52.779999999999994,4.4,16.8,12.4,1.4,0.0,2.2,1.4,46.55999999999998,17.0,6.2,6.8,4.0,73.64000000000001,2.2,5.2,2.6,61.39999999999998,54.75999999999998,3.8,15.0,12.2,1.6,0.0,1.2,-0.2
625,23,55.539434782608694,14.547391304347828,5.664782608695653,5.8386956521739135,3.0439130434782613,77.66373913043478,1.5917391304347828,5.392608695652174,2.970434782608696,74.67073913043478,54.753521739130434,2.4178260869565222,13.85217391304348,14.170000000000002,1.3143478260869565,0.09956521739130435,1,45.55947474747475,8.903434343434345,3.1967676767676774,3.7729292929292932,1.9337373737373738,73.68880808080809,0.9903030303030304,3.545454545454546,2.10020202020202,74.85434343434342,48.9909494949495,3.396767676767677,14.682828282828282,13.854949494949498,1.9333333333333336,0.08606060606060607,79,77,73,79,78,82,75,82,82,77,83,82,78,76,79,77,72,78,68,73,79,77,50.019999999999996,14.4,6.2,5.4,2.8,76.34000000000005,1.4,5.8,2.6,70.98000000000002,51.68000000000001,4.6,14.4,12.6,1.2,0.0,1.6,1.0,48.15999999999999,11.8,4.8,3.6,3.4,76.84,1.4,4.6,1.6,59.98000000000002,50.32,2.6,11.2,11.6,1.2,0.2,1.4,0.2
